,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,HuRc_conversionc,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
410,uc001ony.4,['G649.1'],,,uc001ony.4,chr11,+,68228185,68382801,68305132,68380585,23,"68228185,68286968,68305126,68312305,68315534,68318588,68321612,68326033,68331770,68334481,68337215,68338507,68341576,68343425,68355394,68358127,68359043,68363564,68367808,68369330,68370809,68377371,68380533,","68228295,68287119,68305359,68312492,68315672,68318654,68321725,68326147,68331900,68334634,68337365,68338572,68341692,68343511,68355492,68358182,68359174,68363686,68367962,68369437,68370960,68377491,68382801,",Q5H9R7-6,uc001ony.4,12376,uc001ony.4,NM_001164163,Q5H9R7-6,Q5H9R7-6,PPP6R3,NM_001164163,NP_001157635,"Homo sapiens protein phosphatase 6, regulatory subunit 3 (PPP6R3), transcript variant 2, mRNA.",,
411,uc002hnn.3,['G1506.1'],,,uc002hnn.3,chr17,-,35441926,35766902,35444250,35687339,60,"35441926,35445872,35453930,35454764,35468465,35470022,35478276,35479452,35482618,35486290,35487000,35506787,35508225,35512604,35518694,35536200,35538141,35545216,35548060,35549030,35550314,35557081,35557369,35562678,35563696,35564570,35567380,35578644,35580432,35581912,35583259,35591889,35597391,35598868,35600286,35601503,35601995,35603741,35604934,35605516,35608930,35609811,35614624,35615133,35616281,35620587,35627641,35631083,35632843,35633925,35634788,35640167,35641738,35687112,35696763,35702209,35722383,35723885,35726312,35766351,","35444374,35446009,35454101,35454919,35468578,35470200,35478412,35479549,35482715,35486411,35487144,35506898,35508346,35512702,35518964,35536347,35538297,35545420,35548216,35549246,35550356,35557126,35557426,35562786,35563793,35564714,35567404,35578763,35580522,35582026,35583373,35592014,35597480,35598969,35600475,35601650,35602130,35603892,35605080,35605598,35609034,35609962,35614788,35615295,35616452,35620797,35627752,35631190,35632942,35634007,35634898,35640306,35641871,35687365,35696810,35702339,35722691,35724003,35726430,35766902,",Q13085,uc002hnn.3,32887,uc002hnn.3,NM_198839,Q13085,ACACA_HUMAN,ACACA,NM_198839,NP_942135,"Homo sapiens acetyl-CoA carboxylase alpha (ACACA), transcript variant 2, mRNA.",,
412,uc010swq.3,,['G710.1'],['G1121.1'],uc010swq.3,chr12,+,104680459,104744085,104681205,104742199,15,"104680459,104682708,104705067,104707022,104709554,104712690,104713247,104714868,104719114,104720124,104721292,104725311,104728014,104732916,104742130,","104681209,104682818,104705190,104707095,104709674,104712833,104713363,104715094,104719207,104720201,104721449,104725419,104728110,104733051,104744085,",Q16881,uc010swq.3,16985,uc010swq.3,NM_001261445,Q16881,TRXR1_HUMAN,TXNRD1,NM_001261445,,"Homo sapiens thioredoxin reductase 1 (TXNRD1), transcript variant 6, mRNA.",,
413,uc021zgs.1,,['G2342.1'],,uc021zgs.1,chr6,+,151186814,151423023,151186958,151413692,28,"151186814,151197225,151198769,151198908,151203897,151206769,151208977,151226785,151239712,151243340,151247257,151257939,151259834,151265621,151266602,151270166,151277130,151281410,151286104,151293082,151330954,151334914,151336015,151336651,151355628,151358100,151413602,151422661,","151187185,151197310,151198820,151198962,151204022,151206870,151209117,151226897,151239804,151243438,151247431,151258076,151259881,151265729,151266677,151270269,151277207,151281551,151286173,151293194,151331094,151334956,151336116,151336829,151355736,151358253,151413723,151423023,",B7ZM99,uc021zgs.1,62012,uc021zgs.1,NM_001242767,B7ZM99,B7ZM99_HUMAN,MTHFD1L,NM_001242767,NP_001229696,"Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
414,uc010gno.1,,['G1681.1'],,uc010gno.1,chr21,+,38739858,38845182,38739858,38739858,4,"38739858,38787791,38792600,38844985,","38739930,38787867,38792686,38845182,",uc010gno.1,,47346,uc010gno.1,AB015284,,,DYRK1A,,,"Homo sapiens dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A (DYRK1A), transcript variant 3, mRNA.",,
415,uc031rug.1,,['G1646.1'],,uc031rug.1,chr20,-,48697660,48732496,48699304,48732060,3,"48697660,48700665,48732021,","48699451,48700791,48732496,",Q13404-6,uc031rug.1,46910,uc031rug.1,NM_001257394,Q13404-6,Q13404-6,UBE2V1,NM_001257394,NP_071887,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 6, mRNA.",,
416,uc002apj.3,,['G1017.1'],,uc002apj.3,chr15,-,65982752,66084631,65982752,66048788,22,"65982752,65988703,65989604,65993388,65994099,65994642,65995210,65998428,66007815,66010115,66015185,66021409,66021871,66023979,66025089,66030044,66031043,66034052,66044716,66048477,66053697,66084347,","65983849,65988835,65989721,65993530,65994228,65994849,65995346,65998562,66007961,66010334,66015286,66021585,66022016,66024038,66025156,66030283,66031213,66034122,66044966,66048810,66053776,66084631,",Q7Z401,uc002apj.3,25943,uc002apj.3,AK307411,Q7Z401,MYCPP_HUMAN,DENND4A,NM_005848,NP_005839,"Homo sapiens DENN/MADD domain containing 4A (DENND4A), transcript variant 1, mRNA.",,
417,uc031rty.1,,['G1646.1'],,uc031rty.1,chr20,-,48697660,48729735,48699304,48713253,5,"48697660,48700665,48713208,48720910,48729633,","48699451,48700791,48713357,48721017,48729735,",NP_001244328,uc031rty.1,46902,uc031rty.1,NM_001257399,Q13404,UB2V1_HUMAN,UBE2V1,NM_001257399,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 11, mRNA.",,
418,uc003udk.4,,['G2590.1'],,uc003udk.4,chr7,-,75046064,75115568,75048078,75070774,15,"75046064,75048602,75050791,75053331,75053808,75054356,75054917,75055643,75066792,75068421,75070231,75070709,75103969,75104327,75115140,","75048176,75048725,75052486,75053508,75053911,75054478,75054991,75055735,75066964,75068502,75070393,75070925,75104148,75104454,75115568,",NP_001092885,uc003udk.4,70869,uc003udk.4,NM_001099415,A8CG34,P121C_HUMAN,POM121C,NM_001099415,NP_001092885,"Homo sapiens POM121 transmembrane nucleoporin C (POM121C), mRNA.",,
419,uc021ult.1,,['G1259.1'],,uc021ult.1,chr18,+,77441429,77514510,77455267,77513790,13,"77441429,77455224,77455976,77457859,77464766,77470345,77472971,77474490,77477534,77477809,77488906,77496354,77513651,","77441517,77455308,77456070,77457988,77464917,77470436,77473138,77475528,77477676,77478016,77489069,77496521,77514510,",NP_001189433,uc021ult.1,34884,uc021ult.1,NM_001202504,Q9Y5B0,CTDP1_HUMAN,CTDP1,NM_001202504,NP_001189433,"Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (CTDP1), transcript variant 3, mRNA.",,
420,uc002tng.1,,['G1528.1'],,uc002tng.1,chr2,-,122159084,122407052,122159198,122363471,26,"122159084,122161942,122165046,122168441,122182714,122187648,122203024,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122159248,122162010,122165291,122168545,122182882,122187753,122203072,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",B7ZLX3,uc002tng.1,43959,uc002tng.1,AX746802,B7ZLX3,B7ZLX3_HUMAN,CLASP1,,,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 4, mRNA.",,
421,uc002xvd.4,,['G1646.1'],,uc002xvd.4,chr20,-,48697660,48732496,48699304,48732112,5,"48697660,48700665,48713208,48732021,48732235,","48699451,48700791,48713357,48732158,48732496,",Q13404-7,uc002xvd.4,46904,uc002xvd.4,NM_199144,Q13404-7,Q13404-7,UBE2V1,NM_199144,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 2, mRNA.",,
422,uc001tku.4,,['G710.1'],['G1121.1'],uc001tku.4,chr12,+,104682659,104744085,104682659,104682659,15,"104682659,104705067,104707022,104709554,104712690,104713247,104714868,104719114,104720124,104721292,104725311,104728014,104732916,104739796,104742130,","104682818,104705190,104707095,104709674,104712833,104713363,104715094,104719207,104720201,104721449,104725419,104728110,104733051,104739933,104744085,",uc001tku.4,,16991,uc001tku.4,AK128515,,,TXNRD1,,,"Homo sapiens thioredoxin reductase 1 (TXNRD1), transcript variant 5, mRNA.",,
423,uc021rmu.1,,['G836.1'],,uc021rmu.1,chr13,+,113863085,113919392,113873294,113917896,20,"113863085,113864286,113873258,113882289,113883759,113887490,113888210,113889376,113891136,113893746,113897281,113898723,113899262,113899465,113900269,113907395,113909006,113909266,113914920,113917800,","113863182,113864402,113873362,113882359,113883833,113887653,113888300,113889459,113891204,113893865,113897474,113898828,113899373,113899551,113900377,113907509,113909112,113909439,113915073,113919392,",NP_003580,uc021rmu.1,19913,uc021rmu.1,NM_003589,Q13619,CUL4A_HUMAN,CUL4A,NM_003589,NP_003580,"Homo sapiens cullin 4A (CUL4A), transcript variant 2, mRNA.",,
424,uc022buv.1,,['G3028.1'],,uc022buv.1,chrX,+,37208582,37316548,37265502,37312874,4,"37208582,37265461,37285092,37312388,","37208722,37265512,37285253,37316548,",O14668,uc022buv.1,77925,uc022buv.1,NM_001173490,O14668,TMG1_HUMAN,PRRG1,NM_001173490,NP_001166961,"Homo sapiens proline rich Gla (G-carboxyglutamic acid) 1 (PRRG1), transcript variant 4, mRNA.",,
425,uc001hpw.3,,['G118.1'],,uc001hpw.3,chr1,+,226250407,226259703,226252052,226259180,4,"226250407,226252029,226253356,226259051,","226250512,226252180,226253510,226259703,",P84243,uc001hpw.3,3672,uc001hpw.3,NR_002315,P84243,H33_HUMAN,H3F3A,NM_005324,NP_005315,"Homo sapiens H3 histone, family 3A (H3F3A), mRNA.",,
426,uc003hiy.3,,['G1948.1'],['G3663.1'],uc003hiy.3,chr4,-,76781025,76823681,76781025,76781025,18,"76781025,76785592,76787341,76788465,76793177,76794279,76797439,76802483,76804078,76804318,76805746,76808004,76809366,76811109,76812800,76813003,76817423,76823382,","76782073,76785680,76787671,76788572,76793320,76794465,76797826,76803138,76804228,76804355,76805913,76808051,76809484,76811285,76812858,76813131,76817557,76823681,",uc003hiy.3,,56144,uc003hiy.3,BX648754,,,PPEF2,,,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
427,uc010qxm.2,,['G541.1'],,uc010qxm.2,chr11,-,2965659,3013607,2966837,3000450,16,"2965659,2972488,2973009,2975756,2976973,2979628,2980999,2985909,2991032,2992677,2993331,2997253,2999513,3000436,3010358,3013483,","2966876,2972545,2973039,2975876,2976996,2979774,2981139,2985981,2991164,2992764,2993473,2997353,2999572,3000467,3010501,3013607,",F5HFY4,uc010qxm.2,13436,uc010qxm.2,AK316548,F5HFY4,F5HFY4_HUMAN,NAP1L4,NM_005969,NP_005960,"Homo sapiens nucleosome assembly protein 1-like 4 (NAP1L4), mRNA.",,
428,uc002api.3,,['G1017.1'],,uc002api.3,chr15,-,65952956,66084631,65954188,66048788,33,"65952956,65956667,65956897,65957682,65959786,65960262,65962116,65962350,65964129,65968782,65982752,65988703,65989604,65992881,65993388,65994099,65994642,65995210,65998428,66007815,66010115,66015185,66021409,66021871,66023979,66025089,66030044,66031043,66034052,66044716,66048477,66053697,66084347,","65954325,65956732,65957060,65957800,65960041,65960461,65962263,65962526,65964224,65968972,65983849,65988835,65989721,65993010,65993530,65994228,65994849,65995346,65998562,66007961,66010334,66015286,66021585,66022016,66024038,66025156,66030283,66031213,66034122,66044966,66048810,66053776,66084631,",E7EPL3,uc002api.3,25941,uc002api.3,NM_001144823,E7EPL3,E7EPL3_HUMAN,DENND4A,NM_001144823,NP_001138295,"Homo sapiens DENN/MADD domain containing 4A (DENND4A), transcript variant 1, mRNA.",,
429,uc010tiu.2,,['G825.1'],,uc010tiu.2,chr13,+,99852678,100038753,99853013,100037589,9,"99852678,99890680,99896168,99896768,99966350,99970275,99992573,100020040,100037481,","99853193,99890808,99896205,99896878,99966474,99970323,99992819,100020160,100038753,",Q8NBM4,uc010tiu.2,19803,uc010tiu.2,AK300908,Q8NBM4,UBAC2_HUMAN,UBAC2,NM_177967,NP_808882,"Homo sapiens UBA domain containing 2 (UBAC2), transcript variant 1, mRNA.",,
430,uc003qoc.3,,['G2342.1'],,uc003qoc.3,chr6,+,151196378,151423023,151197157,151413692,27,"151196378,151198769,151198908,151203897,151206769,151208977,151226785,151239712,151243340,151247257,151257939,151259834,151265621,151266602,151270166,151277130,151281410,151286104,151293082,151330954,151334914,151336015,151336651,151355628,151358100,151413602,151422661,","151197310,151198820,151198962,151204022,151206870,151209117,151226897,151239804,151243438,151247431,151258076,151259881,151265729,151266677,151270269,151277207,151281551,151286173,151293194,151331094,151334956,151336116,151336829,151355736,151358253,151413723,151423023,",B7ZM99,uc003qoc.3,62016,uc003qoc.3,AK127089,B7ZM99,B7ZM99_HUMAN,MTHFD1L,NM_001242768,NP_001229697,"Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L), transcript variant 3, mRNA.",,
431,uc003upt.3,,['G2600.1'],,uc003upt.3,chr7,-,98625057,98741743,98628206,98741403,18,"98625057,98630659,98633137,98634689,98636010,98638000,98639740,98643320,98645306,98647185,98648979,98649827,98652412,98654827,98655040,98658221,98659421,98741348,","98628306,98630735,98633339,98634810,98636148,98638179,98639855,98643424,98645505,98647332,98649064,98650069,98652488,98654893,98655174,98658330,98659460,98741743,",NP_001186776,uc003upt.3,71078,uc003upt.3,NM_001199847,Q9HCE7-2,Q9HCE7-2,SMURF1,NM_001199847,NP_001186776,"Homo sapiens SMAD specific E3 ubiquitin protein ligase 1 (SMURF1), transcript variant 3, mRNA.",,
432,uc001gdp.3,,['G87.1'],,uc001gdp.3,chr1,+,165796731,165880855,165797070,165877060,7,"165796731,165859440,165860462,165865426,165872418,165875157,165876920,","165797169,165859600,165860559,165865569,165872516,165875206,165880855,",Q9BZX2,uc001gdp.3,2906,uc001gdp.3,NM_012474,Q9BZX2,UCK2_HUMAN,UCK2,NM_012474,NP_036606,"Homo sapiens uridine-cytidine kinase 2 (UCK2), mRNA.",,
433,uc003jfx.4,,['G2101.1' 'G2106.1'],,uc003jfx.4,chr5,+,17217669,17276954,17275325,17276009,2,"17217669,17275316,","17217919,17276954,",P80723,uc003jfx.4,57061,uc003jfx.4,NM_006317,P80723,BASP1_HUMAN,BASP1,NM_006317,NP_006308,"Homo sapiens brain abundant, membrane attached signal protein 1 (BASP1), transcript variant 1, mRNA.",,
434,uc002lni.2,,['G1259.1'],,uc002lni.2,chr18,+,77439800,77514510,77439947,77513671,12,"77439800,77455224,77455976,77457859,77464766,77470345,77472971,77474490,77477534,77477809,77496354,77513651,","77440261,77455308,77456070,77457988,77464917,77470436,77473138,77475528,77477676,77478016,77496521,77514510,",Q9Y5B0-4,uc002lni.2,34883,uc002lni.2,NM_048368,Q9Y5B0-4,Q9Y5B0-4,CTDP1,NM_048368,NP_430255,"Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 (CTDP1), transcript variant 2, mRNA.",,
435,uc001voa.4,,['G825.1'],,uc001voa.4,chr13,+,99852678,100038753,99853162,100037589,9,"99852678,99890680,99896085,99896768,99966350,99970275,99992573,100020040,100037481,","99853193,99890808,99896205,99896878,99966474,99970323,99992819,100020160,100038753,",Q8NBM4,uc001voa.4,19801,uc001voa.4,NM_001144072,Q8NBM4,UBAC2_HUMAN,UBAC2,NM_001144072,NP_001137544,"Homo sapiens UBA domain containing 2 (UBAC2), transcript variant 1, mRNA.",,
436,uc001ygc.3,,['G956.1'],,uc001ygc.3,chr14,-,99864082,99947226,99865015,99932142,13,"99864082,99866435,99870561,99871541,99872852,99879287,99880212,99924615,99925449,99927528,99929822,99932039,99947064,","99865462,99866596,99870647,99871708,99872927,99879402,99880271,99924872,99925522,99927677,99929915,99932150,99947226,",Q86TU7,uc001ygc.3,23245,uc001ygc.3,NM_032233,Q86TU7,SETD3_HUMAN,SETD3,NM_032233,NP_115609,"Homo sapiens SET domain containing 3 (SETD3), transcript variant 1, mRNA.",,
437,uc001aoh.3,,['G8.1'],,uc001aoh.3,chr1,+,6845383,6932107,6845590,6931825,4,"6845383,6880240,6885151,6931816,","6845635,6880310,6885270,6932107,",Q9Y6Y1-3,uc001aoh.3,233,uc001aoh.3,NM_001195563,Q9Y6Y1-3,Q9Y6Y1-3,CAMTA1,NM_001195563,NP_001182492,"Homo sapiens calmodulin binding transcription activator 1 (CAMTA1), transcript variant 2, mRNA.",,
438,uc003xuo.2,,['G2762.1'],,uc003xuo.2,chr8,-,62475302,62627199,62475302,62626930,17,"62475302,62479726,62489330,62496502,62531536,62546241,62550505,62550880,62555446,62555944,62557158,62559308,62563608,62566126,62593526,62596597,62626827,","62475439,62479877,62489417,62496588,62531578,62546286,62550562,62550922,62555479,62555992,62557191,62559437,62563683,62566219,62593595,62596747,62627199,",B8Y0L3,uc003xuo.2,73598,uc003xuo.2,FJ461473,B8Y0L3,B8Y0L3_HUMAN,ASPH,NM_001164754,NP_001158226,"Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 1, mRNA.",,
439,uc001voc.3,,['G825.1'],,uc001voc.3,chr13,+,99853162,100038753,99853665,100037589,7,"99853162,99890680,99966350,99970275,99992573,100020040,100037481,","99853821,99890808,99966474,99970323,99992819,100020160,100038753,",Q8NBM4-2,uc001voc.3,19802,uc001voc.3,NM_177967,Q8NBM4-2,Q8NBM4-2,UBAC2,NM_177967,NP_808882,"Homo sapiens UBA domain containing 2 (UBAC2), transcript variant 2, mRNA.",,
440,uc011een.2,,['G2342.1'],,uc011een.2,chr6,+,151186814,151413723,151186814,151186814,28,"151186814,151197225,151198769,151198908,151203897,151206769,151208980,151226785,151239712,151243340,151247257,151257939,151259834,151265621,151266602,151270166,151277130,151281410,151286104,151293082,151330954,151334914,151336015,151336651,151355628,151358100,151390170,151413602,","151187185,151197310,151198820,151198962,151204022,151206870,151209117,151226897,151239804,151243438,151247431,151258076,151259881,151265729,151266677,151270269,151277207,151281551,151286173,151293194,151331094,151334956,151336116,151336829,151355736,151358253,151390273,151413723,",uc011een.2,,62015,uc011een.2,BC144369,,,MTHFD1L,,,"Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
441,uc011lek.2,,['G2762.1'],,uc011lek.2,chr8,-,62536268,62627199,62538831,62626930,13,"62536268,62546241,62550505,62550880,62555446,62555944,62557158,62559308,62563608,62566126,62593526,62596597,62626827,","62538839,62546286,62550562,62550922,62555479,62555992,62557191,62559437,62563683,62566219,62593595,62596747,62627199,",NP_001158226,uc011lek.2,73594,uc011lek.2,NM_001164754,Q6PJH4,Q6PJH4_HUMAN,ASPH,NM_001164754,NP_001158226,"Homo sapiens aspartate beta-hydroxylase (ASPH), transcript variant 10, mRNA.",,
442,uc002xve.4,,['G1646.1'],,uc002xve.4,chr20,-,48697660,48732496,48699304,48732112,4,"48697660,48700665,48713208,48732021,","48699451,48700791,48713357,48732496,",Q13404-7,uc002xve.4,46909,uc002xve.4,NM_021988,Q13404-7,Q13404-7,UBE2V1,NM_021988,NP_001244328,"Homo sapiens ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1), transcript variant 1, mRNA.",,
443,uc031siz.1,,['G2101.1' 'G2106.1'],,uc031siz.1,chr5,+,17216931,17276954,17275325,17276009,2,"17216931,17275316,","17217006,17276954,",P80723,uc031siz.1,57062,uc031siz.1,NM_001271606,P80723,BASP1_HUMAN,BASP1,NM_001271606,NP_001258535,"Homo sapiens brain abundant, membrane attached signal protein 1 (BASP1), transcript variant 2, mRNA.",,
444,uc011dju.2,,['G2278.1'],,uc011dju.2,chr6,-,24840350,25042398,24840931,25042154,14,"24840350,24843089,24848252,24850029,24850824,24852802,24861200,24865528,24869321,24871093,24873108,24873871,24875918,25042078,","24841003,24843782,24848382,24850178,24850950,24852846,24861264,24865678,24869375,24871117,24873187,24874027,24876045,25042398,",B7Z6U4,uc011dju.2,62442,uc011dju.2,AK300950,B7Z6U4,B7Z6U4_HUMAN,FAM65B,NM_015864,NP_056948,"Homo sapiens family with sequence similarity 65, member B (FAM65B), transcript variant 2, mRNA.",,
445,uc001czv.3,,['G40.1'],,uc001czv.3,chr1,+,61547979,61928460,61548463,61921051,10,"61547979,61553820,61743191,61798183,61818121,61824818,61848908,61869775,61872233,61920974,","61548490,61554352,61743257,61798258,61818239,61824946,61849037,61869954,61872399,61928460,",Q12857-2,uc001czv.3,1407,uc001czv.3,NM_005595,Q12857-2,Q12857-2,NFIA,NM_005595,NP_005586,"Homo sapiens nuclear factor I/A (NFIA), transcript variant 2, mRNA.",,
446,uc003kfi.1,,['G2227.1'],,uc003kfi.1,chr5,-,76987073,77072185,76988946,77072081,3,"76987073,77004066,77072028,","76989177,77004172,77072185,",B4DT30,uc003kfi.1,59179,uc003kfi.1,AK300031,B4DT30,B4DT30_HUMAN,TBCA,NM_004607,NP_004598,"Homo sapiens tubulin folding cofactor A (TBCA), mRNA.",,
447,uc001agd.3,,['G143.1'],,uc001agd.3,chr1,-,1477052,1510262,1477445,1509937,5,"1477052,1479248,1480242,1500152,1509857,","1477547,1479367,1480382,1500296,1510262,",Q9NP77,uc001agd.3,4092,uc001agd.3,NM_014188,Q9NP77,SSU72_HUMAN,SSU72,NM_014188,NP_054907,"Homo sapiens SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) (SSU72), mRNA.",,
