,transcript,IonXpress_NONO_c,IonXpress_SFPQt1,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
297,uc002xul.4,['G1487.1' 'G1488.1' 'G1489.1'],['G1707.1' 'G1708.1' 'G1709.1'],uc002xul.4,chr20,+,47894714,47905795,47894714,47894714,5,"47894714,47895640,47897021,47897439,47905581,","47895253,47895745,47897107,47897501,47905795,",uc002xul.4,,45888,uc002xul.4,NR_003604,,,ZFAS1,NR_003604,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 1, non-coding RNA.",,
298,uc001reh.2,"['G572.1' 'G576.1' 'G584.1' 'G589.1' 'G590.1' 'G595.1' 'G597.1' 'G600.1'
 'G603.1' 'G604.1' 'G604.2' 'G607.1' 'G614.1' 'G615.1' 'G618.1' 'G621.1']",['G681.1' 'G681.2' 'G681.3'],uc001reh.2,chr12,+,20522178,20837041,20522218,20833205,16,"20522178,20709593,20766376,20769163,20774229,20782841,20786626,20787835,20790033,20792779,20799423,20799684,20801621,20803378,20806880,20832963,","20523178,20709644,20766634,20769318,20774345,20783061,20786712,20787990,20790171,20792891,20799537,20799884,20801825,20803534,20807139,20837041,",Q14432,uc001reh.2,15937,uc001reh.2,NM_000921,Q14432,PDE3A_HUMAN,PDE3A,NM_000921,NP_000912,"Homo sapiens phosphodiesterase 3A, cGMP-inhibited (PDE3A), transcript variant 1, mRNA.",,
299,uc003qup.1,['G2073.1' 'G2076.1' 'G2080.1' 'G2081.1' 'G2082.1'],,uc003qup.1,chr6,-,166193756,166399984,166193756,166193756,2,"166193756,166399595,","166195411,166399984,",uc003qup.1,,64143,uc003qup.1,AK090688,,,AK090688,,,"Homo sapiens cDNA FLJ33369 fis, clone BRACE2005904.",,
300,uc004cor.1,['G2455.1'],,uc004cor.1,chrM,+,1603,1634,1603,1603,1,"1603,","1634,",uc004cor.1,,77532,uc004cor.1,DQ582265,,,DQ582265,,,"Homo sapiens piRNA piR-32376, complete sequence.",,
301,uc002hcm.1,['G1024.1'],,uc002hcm.1,chr17,+,27050446,27050509,27050446,27050446,1,"27050446,","27050509,",uc002hcm.1,,30481,uc002hcm.1,NR_000014,,,SNORD42A,NR_000014,,"Homo sapiens small nucleolar RNA, C/D box 42A (SNORD42A), small nuclear RNA.",,
302,uc010roh.3,"['G456.1' 'G456.2' 'G456.3' 'G456.4' 'G456.5' 'G457.1' 'G457.2' 'G459.1'
 'G459.2' 'G460.1' 'G460.2' 'G460.3' 'G460.4' 'G461.1' 'G461.2' 'G461.3'
 'G461.4' 'G461.5' 'G461.6' 'G461.7' 'G462.1' 'G464.1' 'G464.2' 'G464.3'
 'G464.4' 'G464.5' 'G464.6' 'G464.7' 'G464.8' 'G464.9' 'G466.1' 'G467.1'
 'G467.2' 'G467.3' 'G468.1' 'G470.1' 'G470.2']",['G507.1' 'G510.1' 'G516.1' 'G519.1' 'G520.1' 'G520.2' 'G525.1'],uc010roh.3,chr11,+,65265232,65273939,65265727,65265940,1,"65265232,","65273939,",uc010roh.3,,12201,uc010roh.3,NR_002819,,,MALAT1,NR_002819,,"Homo sapiens metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) (MALAT1), non-coding RNA.",,
303,uc021omv.1,['G141.1'],['G217.1'],uc021omv.1,chr1,-,45285515,45308616,45286360,45308604,23,"45285515,45288273,45288740,45288914,45291921,45292159,45292573,45292838,45293073,45293514,45293967,45294177,45294653,45294828,45295073,45295285,45295580,45296519,45297377,45297646,45297823,45307518,45308532,","45286376,45288341,45288840,45289057,45292059,45292440,45292754,45292981,45293386,45293863,45294086,45294303,45294746,45294984,45295205,45295433,45295702,45296715,45297469,45297716,45298013,45307711,45308616,",Q9Y6C5-2,uc021omv.1,5073,uc021omv.1,NM_001166292,Q9Y6C5-2,Q9Y6C5-2,PTCH2,NM_001166292,NP_001159764,"Homo sapiens patched 2 (PTCH2), transcript variant 2, mRNA.",,
304,uc002ttj.3,"['G1387.1' 'G1389.1' 'G1390.1' 'G1392.1' 'G1393.1' 'G1394.1' 'G1394.2'
 'G1396.1']",['G1616.1' 'G1619.1' 'G1620.1' 'G1621.1' 'G1622.1' 'G1623.1'],uc002ttj.3,chr2,-,132905163,133015542,132905163,132905163,5,"132905163,132908484,132912234,132914545,133015101,","132905801,132908549,132912341,132914719,133015542,",uc002ttj.3,,44083,uc002ttj.3,NR_027020,,,ANKRD30BL,NR_027020,,"Homo sapiens ankyrin repeat domain 30B-like (ANKRD30BL), transcript variant 2, non-coding RNA.",,
305,uc010dhc.3,['G1099.1'],['G1277.1'],uc010dhc.3,chr17,+,75137004,75213181,75139678,75212646,18,"75137004,75138727,75139648,75186884,75187262,75189502,75190758,75192283,75196565,75199651,75201357,75202310,75202809,75205423,75208031,75209395,75209999,75212630,","75137189,75138832,75139741,75187034,75187394,75189631,75190993,75192393,75196755,75199740,75201428,75202482,75202944,75205558,75208283,75209574,75210101,75213181,",NP_001191337,uc010dhc.3,31720,uc010dhc.3,NM_001039573,Q59HE8,Q59HE8_HUMAN,SEC14L1,NM_001039573,NP_001191337,"Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), transcript variant 2, mRNA.",,
306,uc022bqo.2,['G2454.2'],,uc022bqo.2,chrM,+,650,674,650,650,1,"650,","674,",uc022bqo.2,,77531,uc022bqo.2,JB137816,,,JB137816,,,"Homo sapiens piRNA piR-31637, complete sequence.",,
307,uc010yzc.2,['G1299.1'],['G1520.1'],uc010yzc.2,chr2,-,122095351,122407052,122095351,122095351,31,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161942,122165046,122168441,122182714,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122168545,122182882,122187753,122205116,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122363756,122407052,",uc010yzc.2,,43956,uc010yzc.2,AK299331,,,CLASP1,,,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 3, mRNA.",,
308,uc003fqv.3,['G1649.1'],['G1916.1' 'G1917.1'],uc003fqv.3,chr3,+,186501360,186507685,186502422,186507058,10,"186501360,186502220,186502352,186503671,186503952,186504290,186504915,186505283,186505591,186506913,","186501428,186502266,186502485,186503840,186504062,186504434,186505053,186505373,186505671,186507685,",Q9NZE6,uc003fqv.3,51914,uc003fqv.3,AL117412,Q9NZE6,Q9NZE6_HUMAN,EIF4A2,,,"Homo sapiens eukaryotic translation initiation factor 4A2 (EIF4A2), mRNA.",,
309,uc002jtm.3,['G1099.1'],['G1277.1'],uc002jtm.3,chr17,+,75137004,75213181,75139678,75210105,17,"75137004,75138731,75139648,75186884,75187262,75189502,75190758,75192283,75196565,75199651,75201357,75202310,75202809,75205423,75208031,75209395,75209999,","75137189,75138832,75139741,75187034,75187394,75189631,75190993,75192393,75196755,75199740,75201428,75202482,75202944,75205558,75208283,75209574,75213181,",Q59HE8,uc002jtm.3,31724,uc002jtm.3,NM_001143999,Q59HE8,Q59HE8_HUMAN,SEC14L1,NM_001143999,NP_001137473,"Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), transcript variant 4, mRNA.",,
310,uc001nvu.3,['G526.1' 'G529.1'],['G601.1' 'G602.1' 'G603.1' 'G604.1' 'G605.1' 'G605.2'],uc001nvu.3,chr11,-,62619459,62623360,62619459,62619459,11,"62619459,62620282,62620546,62621023,62621272,62621489,62621990,62622359,62622604,62622895,62623336,","62620153,62620311,62620587,62621062,62621305,62621536,62622023,62622410,62622688,62622938,62623360,",uc001nvu.3,,14385,uc001nvu.3,NR_003098,,,SNHG1,NR_003098,,"Homo sapiens small nucleolar RNA host gene 1 (non-protein coding) (SNHG1), non-coding RNA.",,
311,uc002vbh.1,['G1330.1'],,uc002vbh.1,chr2,+,207024317,207027653,207024703,207027607,6,"207024317,207025311,207026069,207026761,207027212,207027452,","207024783,207025434,207026196,207026828,207027338,207027653,",P24534,uc002vbh.1,42223,uc002vbh.1,NM_001959,P24534,EF1B_HUMAN,EEF1B2,NM_001959,NP_066944,"Homo sapiens eukaryotic translation elongation factor 1 beta 2 (EEF1B2), transcript variant 1, mRNA.",,
312,uc003fqs.3,['G1649.1'],['G1916.1' 'G1917.1'],uc003fqs.3,chr3,+,186501360,186507685,186501399,186507058,11,"186501360,186502220,186502352,186502750,186503671,186503952,186504290,186504915,186505283,186505591,186506913,","186501428,186502266,186502485,186502890,186503840,186504062,186504434,186505053,186505373,186505671,186507685,",Q14240,uc003fqs.3,51908,uc003fqs.3,NM_001967,Q14240,IF4A2_HUMAN,EIF4A2,NM_001967,NP_001958,"Homo sapiens eukaryotic translation initiation factor 4A2 (EIF4A2), mRNA.",,
313,uc002ldr.2,['G1141.1'],['G1327.1'],uc002ldr.2,chr18,-,47015604,47015694,47015604,47015604,1,"47015604,","47015694,",uc002ldr.2,,35305,uc002ldr.2,NR_003701,,,SNORD58C,NR_003701,,"Homo sapiens small nucleolar RNA, C/D box 58C (SNORD58C), small nucleolar RNA.",,
314,uc002ryc.3,['G1364.1'],,uc002ryc.3,chr2,-,55199326,55237470,55200291,55237256,7,"55199326,55200698,55200956,55201830,55209650,55214626,55237222,","55200334,55200757,55201003,55201900,55209789,55214834,55237470,",Q9NQC3-3,uc002ryc.3,43273,uc002ryc.3,NM_007008,Q9NQC3-3,Q9NQC3-3,RTN4,NM_007008,NP_008939,"Homo sapiens reticulon 4 (RTN4), transcript variant 3, mRNA.",,
315,uc002gqb.4,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc002gqb.4,chr17,+,16342300,16345340,16342300,16342300,5,"16342300,16342640,16343498,16344387,16344681,","16342374,16342728,16343567,16344444,16345340,",uc002gqb.4,,30237,uc002gqb.4,NR_027166,,,C17orf76-AS1,NR_027166,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 10, non-coding RNA.",,
316,uc003xyl.3,['G2293.1' 'G2294.1'],['G2679.1' 'G2680.1'],uc003xyl.3,chr8,-,70584567,70747299,70585103,70744908,10,"70584567,70588843,70591612,70594418,70617265,70650274,70667658,70673977,70744001,70747088,","70585561,70588908,70591854,70594578,70617464,70650439,70667876,70674110,70745404,70747299,",Q9H2Y9,uc003xyl.3,73644,uc003xyl.3,NM_030958,Q9H2Y9,SO5A1_HUMAN,SLCO5A1,NM_030958,NP_112220,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 1, mRNA.",,
317,uc021tqy.1,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc021tqy.1,chr17,+,16342300,16345340,16342300,16342300,6,"16342300,16342640,16342894,16343498,16344387,16344681,","16342343,16342728,16343017,16343567,16344444,16345340,",uc021tqy.1,,30245,uc021tqy.1,NR_027168,,,C17orf76-AS1,NR_027168,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 12, non-coding RNA.",,
318,uc002hjb.3,['G1077.1'],['G1246.1'],uc002hjb.3,chr17,+,33474835,33516364,33475282,33513578,20,"33474835,33475279,33475991,33477066,33479911,33481592,33482314,33486393,33491013,33495079,33496855,33497132,33498340,33501260,33502986,33504035,33504513,33507577,33510445,33513317,","33474929,33475450,33476028,33477242,33480001,33481760,33482483,33486564,33491185,33495380,33496950,33497274,33498481,33501388,33503053,33504149,33504629,33507695,33510601,33516364,",Q8IWX7-3,uc002hjb.3,30619,uc002hjb.3,NM_001033576,Q8IWX7-3,Q8IWX7-3,UNC45B,NM_001033576,NP_001253981,"Homo sapiens unc-45 homolog B (C. elegans) (UNC45B), transcript variant 2, mRNA.",,
319,uc002tuj.3,,['G1523.1'],uc002tuj.3,chr2,+,135809834,135928279,135809877,135926351,24,"135809834,135809999,135815580,135848567,135851184,135870720,135872785,135878388,135881734,135883750,135884152,135887564,135888121,135890464,135891430,135892834,135893133,135907938,135911218,135920124,135920317,135920555,135922163,135926114,","135809895,135810055,135815656,135848700,135851263,135870840,135872951,135878488,135881816,135883819,135884226,135887657,135888291,135890554,135891603,135892889,135893502,135908076,135911446,135920221,135920421,135920671,135922266,135928279,",Q15042,uc002tuj.3,41593,uc002tuj.3,NM_012233,Q15042,RB3GP_HUMAN,RAB3GAP1,NM_012233,NP_036365,"Homo sapiens RAB3 GTPase activating protein subunit 1 (catalytic) (RAB3GAP1), transcript variant 2, mRNA.",,
320,uc002fun.4,,['G1150.1'],uc002fun.4,chr17,+,2240805,2284348,2240982,2282814,23,"2240805,2246838,2264930,2265402,2266131,2266282,2266758,2267352,2267889,2268190,2268508,2274555,2275483,2275636,2276246,2276624,2278785,2279430,2280026,2280252,2281150,2282329,2282725,","2241039,2246914,2265093,2265564,2266199,2266428,2266893,2267477,2267957,2268351,2268635,2274709,2275548,2275782,2276375,2276807,2279169,2279555,2280109,2280362,2281247,2282497,2284348,",O43147,uc002fun.4,29849,uc002fun.4,NM_001098509,O43147,SGSM2_HUMAN,SGSM2,NM_001098509,NP_001091979,"Homo sapiens small G protein signaling modulator 2 (SGSM2), transcript variant 1, mRNA.",,
321,uc031poc.1,,['G256.1'],uc031poc.1,chr1,+,145293370,146467744,145293405,146466121,86,"145293370,145295422,145296356,145297618,145298154,145299729,145301719,145302653,145303909,145304446,145305944,145309899,145311102,145311785,145312677,145313333,145314215,145314903,145315790,145316511,145317405,145318053,145318935,145319623,145320510,145321229,145322123,145322771,145323653,145324347,145325234,145325951,145331574,145332222,145333104,145333796,145334683,145335388,145336280,145336928,145337810,145338516,145339403,145340108,145341000,145341648,145342530,145343240,145344127,145344832,145345724,145346372,145347254,145347964,145348851,145349562,145350454,145351102,145351984,145352684,145353571,145354294,145355186,145355836,145362978,145363678,145364565,145365286,146420910,146448373,146449255,146449977,146450864,146451598,146452490,146456358,146457250,146457897,146458779,146459497,146460384,146461118,146462010,146462657,146465150,146465877,","145293580,145295525,145296571,145297691,145298366,145299939,145301822,145302868,145303982,145304652,145305996,145310063,145311154,145311958,145312729,145313506,145314267,145315076,145315899,145316684,145317457,145318226,145318987,145319796,145320619,145321402,145322175,145322944,145323705,145324520,145325343,145326124,145331626,145332395,145333156,145333969,145334792,145335561,145336332,145337101,145337862,145338689,145339512,145340281,145341052,145341821,145342582,145343413,145344236,145345005,145345776,145346545,145347306,145348137,145348960,145349735,145350506,145351275,145352036,145352857,145353680,145354467,145355238,145356009,145363030,145363851,145364674,145365459,146420962,146448546,146449307,146450150,146450973,146451771,146452542,146456531,146457302,146458070,146458831,146459670,146460493,146461291,146462062,146462830,146465259,146467744,",NP_001034792,uc031poc.1,2129,uc031poc.1,NM_001039703,A6NDV3,A6NDV3_HUMAN,NBPF10,NM_001039703,NP_001034792,"Homo sapiens neuroblastoma breakpoint family, member 10 (NBPF10), mRNA.",,
322,uc001bqm.3,,['G204.1' 'G205.1'],uc001bqm.3,chr1,-,28905049,28908366,28905049,28905049,4,"28905049,28906044,28906423,28908101,","28905192,28906099,28907741,28908366,",uc001bqm.3,,4712,uc001bqm.3,BC034611,,,SNHG12,,,"Homo sapiens small nucleolar RNA host gene 12 (non-protein coding) (SNHG12), non-coding RNA.",,
323,uc002pti.1,,['G1461.1'],uc002pti.1,chr19,-,51305581,51305678,51305581,51305581,1,"51305581,","51305678,",uc002pti.1,,39690,uc002pti.1,NR_003069,,,SNORD88C,NR_003069,,"Homo sapiens small nucleolar RNA, C/D box 88C (SNORD88C), small nucleolar RNA.",,
324,uc010cfv.2,,['G1091.1'],uc010cfv.2,chr16,+,70563401,70563502,70563401,70563401,1,"70563401,","70563502,",uc010cfv.2,,28119,uc010cfv.2,NR_037420,,,SNORD111B,NR_037420,,"Homo sapiens small nucleolar RNA, C/D box 111B (SNORD111B), small nucleolar RNA.",,
325,uc021xpp.1,,['G2071.1'],uc021xpp.1,chr4,-,83814604,83822069,83814604,83814604,4,"83814604,83816844,83821229,83821486,","83816000,83816927,83821376,83822069,",uc021xpp.1,,56220,uc021xpp.1,NR_034077,,,THAP9-AS1,NR_034077,,"Homo sapiens THAP9 antisense RNA 1 (THAP9-AS1), transcript variant 3, non-coding RNA.",,
326,uc010hnt.3,,['G1945.1' 'G1945.2'],uc010hnt.3,chr3,+,63428752,63602597,63429127,63601157,6,"63428752,63431219,63466507,63542218,63594800,63600899,","63429145,63431252,63466632,63542417,63594992,63602597,",B3KVD8,uc010hnt.3,50866,uc010hnt.3,AK122831,B3KVD8,B3KVD8_HUMAN,SYNPR,NM_001130003,NP_001123475,"Homo sapiens synaptoporin (SYNPR), transcript variant 2, mRNA.",,
327,uc010fng.3,,['G1523.1'],uc010fng.3,chr2,+,135809834,135928279,135872828,135926351,24,"135809834,135809999,135815580,135848567,135851184,135870720,135872789,135878388,135881734,135883750,135884152,135887564,135888121,135890464,135891430,135892834,135893133,135907938,135911218,135920124,135920317,135920555,135922163,135926114,","135809895,135810055,135815656,135848700,135851263,135870840,135872951,135878488,135881816,135883819,135884226,135887657,135888291,135890554,135891603,135892889,135893502,135908076,135911446,135920221,135920421,135920671,135922266,135928279,",Q15042,uc010fng.3,41594,uc010fng.3,AK022494,Q15042,RB3GP_HUMAN,RAB3GAP1,,,"Homo sapiens RAB3 GTPase activating protein subunit 1 (catalytic) (RAB3GAP1), transcript variant 2, mRNA.",,
328,uc010zhv.1,,['G1544.1'],uc010zhv.1,chr2,+,203130514,203149435,203130664,203149208,5,"203130514,203139835,203142672,203147073,203149067,","203130709,203139912,203142725,203147195,203149435,",B4DUY3,uc010zhv.1,42153,uc010zhv.1,AK300844,B4DUY3,B4DUY3_HUMAN,NOP58,,,"Homo sapiens NOP58 ribonucleoprotein (NOP58), mRNA.",,
329,uc021qjo.1,,['G591.1'],uc021qjo.1,chr11,-,59318101,59318174,59318101,59318101,1,"59318101,","59318174,",uc021qjo.1,,81166,uc021qjo.1,,,,TRNA_Val,,,transfer RNA Val (anticodon TAC),,chr11.tRNA17-ValTAC
330,uc003dlq.3,,['G1945.1' 'G1945.2'],uc003dlq.3,chr3,+,63428752,63602597,63429121,63601157,5,"63428752,63466507,63542218,63594800,63600899,","63429145,63466632,63542417,63594992,63602597,",Q8TBG9,uc003dlq.3,50865,uc003dlq.3,NM_144642,Q8TBG9,SYNPR_HUMAN,SYNPR,NM_144642,NP_653243,"Homo sapiens synaptoporin (SYNPR), transcript variant 2, mRNA.",,
331,uc002fuj.3,,['G1227.1'],uc002fuj.3,chr17,-,2225981,2240678,2227489,2239721,15,"2225981,2227797,2227982,2228597,2232636,2233808,2234240,2235462,2236254,2236850,2237765,2238553,2238804,2239330,2239624,","2227668,2227872,2228123,2228714,2232769,2233919,2234403,2235653,2236418,2237010,2238190,2238688,2239024,2239434,2240678,",Q2NL82,uc002fuj.3,32033,uc002fuj.3,NM_018128,Q2NL82,TSR1_HUMAN,TSR1,NM_018128,NP_060598,"Homo sapiens TSR1, 20S rRNA accumulation, homolog (S. cerevisiae) (TSR1), mRNA.",,
332,uc010jsq.1,,['G2404.1'],uc010jsq.1,chr6,-,31508877,31508955,31508877,31508877,1,"31508877,","31508955,",uc010jsq.1,,62649,uc010jsq.1,NR_003065,,,SNORD84,NR_003065,,"Homo sapiens small nucleolar RNA, C/D box 84 (SNORD84), small nucleolar RNA.",,
333,uc011dnc.2,,['G2401.1' 'G2401.2'],uc011dnc.2,chr6,+,30882586,30894235,30882586,30882586,27,"30882586,30882932,30883131,30883522,30883757,30883928,30884654,30884881,30885471,30886603,30887534,30887865,30888109,30888444,30888841,30889006,30889365,30889892,30890226,30890482,30890674,30890880,30891129,30892130,30893320,30893656,30893885,","30882814,30883014,30883232,30883644,30883824,30884026,30884736,30885001,30885583,30886692,30887625,30887993,30888213,30888526,30888918,30889082,30889468,30890018,30890331,30890551,30890753,30891008,30891282,30892337,30893496,30893785,30894235,",uc011dnc.2,,60718,uc011dnc.2,BC143534,,,VARS2,,,"Homo sapiens valyl-tRNA synthetase 2, mitochondrial (VARS2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
334,uc011czy.2,,['G2161.1'],uc011czy.2,chr5,+,140174443,140185204,140174549,140184683,2,"140174443,140184644,","140176937,140185204,",Q9Y5H9-3,uc011czy.2,58095,uc011czy.2,CU678385,Q9Y5H9-3,Q9Y5H9-3,PCDHA2,NM_031495,NP_113683,"Homo sapiens protocadherin alpha 2 (PCDHA2), transcript variant 1, mRNA.",,
335,uc001owl.1,,['G539.1'],uc001owl.1,chr11,+,75115464,75115610,75115464,75115464,1,"75115464,","75115610,",uc001owl.1,,12554,uc001owl.1,NR_000025,,,SNORD15B,NR_000025,,"Homo sapiens small nucleolar RNA, C/D box 15B (SNORD15B), small nucleolar RNA.",,
336,uc004car.3,,['G2777.1'],uc004car.3,chr9,+,134365872,134365958,134365872,134365872,1,"134365872,","134365958,",uc004car.3,,75613,uc004car.3,NR_003050,,,SNORD62A,NR_003050,,"Homo sapiens small nucleolar RNA, C/D box 62A (SNORD62A), small nucleolar RNA.",,
337,uc004fae.2,,['G2974.1'],uc004fae.2,chrX,-,135955605,135962939,135956300,135961586,9,"135955605,135957244,135957416,135957629,135958661,135960073,135961175,135961477,135962755,","135956611,135957327,135957542,135957744,135958814,135960245,135961282,135961612,135962939,",P38159,uc004fae.2,80313,uc004fae.2,NM_002139,P38159,RBMX_HUMAN,RBMX,NM_002139,NP_002130,"Homo sapiens RNA binding motif protein, X-linked (RBMX), transcript variant 1, mRNA.",,
338,uc021tqu.1,,['G1164.1'],uc021tqu.1,chr17,+,16342300,16344525,16342300,16342300,5,"16342300,16342640,16342841,16343498,16344387,","16342374,16342728,16343017,16343567,16344525,",uc021tqu.1,,30227,uc021tqu.1,NR_045026,,,C17orf76-AS1,NR_045026,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 29, non-coding RNA.",,
