,transcript,IonXpress_SFPQ_N,IonXpress_NONO_N,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
1344,uc010zrt.1,['G1730.1' 'G1731.1' 'G1731.2'],['G1505.1'],uc010zrt.1,chr20,-,17927811,17949154,17928124,17949068,11,"17927811,17929533,17929707,17930775,17930934,17932143,17933230,17934639,17936008,17937576,17949017,","17928289,17929620,17929747,17930851,17931040,17932239,17933354,17934761,17936119,17937681,17949154,",B7Z476,uc010zrt.1,46377,uc010zrt.1,AK296947,B7Z476,B7Z476_HUMAN,SNX5,NM_152227,NP_689413,"Homo sapiens sorting nexin 5 (SNX5), transcript variant 2, mRNA.",,
1345,uc001bsi.1,['G207.1'],['G128.1'],uc001bsi.1,chr1,-,31404352,31538564,31406057,31532413,22,"31404352,31409489,31413997,31414844,31418192,31422979,31425080,31426560,31437520,31438828,31440013,31441200,31447497,31452908,31454158,31465236,31467900,31478699,31479840,31501642,31532050,31538462,","31406189,31409682,31414119,31414970,31418330,31423108,31425210,31426828,31437757,31439125,31440157,31441339,31447649,31453010,31454252,31465507,31468067,31478878,31479949,31501711,31532424,31538564,",Q14671,uc001bsi.1,4736,uc001bsi.1,NM_014676,Q14671,PUM1_HUMAN,PUM1,NM_014676,NP_055491,"Homo sapiens pumilio homolog 1 (Drosophila) (PUM1), transcript variant 2, mRNA.",,
1346,uc003jfw.2,['G2103.1'],,uc003jfw.2,chr5,-,17130136,17217531,17130136,17130136,3,"17130136,17162577,17216185,","17132009,17162674,17217531,",uc003jfw.2,,58777,uc003jfw.2,NR_027253,,,LOC285696,NR_027253,,"Homo sapiens uncharacterized LOC285696 (LOC285696), non-coding RNA.",,
1347,uc002uuk.3,['G1655.1'],,uc002uuk.3,chr2,-,198351307,198364998,198351769,198363572,12,"198351307,198352581,198353040,198353725,198354920,198358047,198358880,198359380,198360017,198361863,198363398,198364883,","198351922,198352760,198353215,198353971,198355020,198358216,198358974,198359476,198360100,198362116,198363574,198364998,",P10809,uc002uuk.3,44581,uc002uuk.3,NM_199440,P10809,CH60_HUMAN,HSPD1,NM_199440,NP_955472,"Homo sapiens heat shock 60kDa protein 1 (chaperonin) (HSPD1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
1348,uc001eim.4,['G251.1'],['G175.1' 'G175.2' 'G175.3'],uc001eim.4,chr1,-,120492742,120612317,120493116,120548117,14,"120492742,120496165,120497662,120502014,120506196,120508075,120508998,120510055,120510699,120512133,120529582,120539619,120547951,120611947,","120493460,120496311,120497855,120502125,120506430,120508189,120509112,120510244,120510855,120512367,120529705,120539955,120548211,120612317,",D2WEZ3,uc001eim.4,5904,uc001eim.4,AK307843,D2WEZ3,D2WEZ3_HUMAN,NOTCH2,,,"Homo sapiens notch 2 (NOTCH2), transcript variant 2, mRNA.",,
1349,uc009wdj.3,['G85.1'],,uc009wdj.3,chr1,+,93544791,93604638,93545083,93602584,15,"93544791,93575786,93576101,93580244,93580544,93581026,93583901,93584889,93586105,93592788,93594834,93599259,93599484,93599647,93602226,","93545088,93575985,93576183,93580340,93580645,93581175,93583997,93584958,93586229,93592856,93595005,93599365,93599537,93599752,93604638,",NP_031384,uc009wdj.3,1742,uc009wdj.3,NM_007358,Q9Y483,MTF2_HUMAN,MTF2,NM_007358,NP_031384,"Homo sapiens metal response element binding transcription factor 2 (MTF2), transcript variant 1, mRNA.",,
1350,uc001apc.3,['G188.1'],,uc001apc.3,chr1,+,8390197,8404227,8390459,8404073,5,"8390197,8395496,8397875,8399552,8403806,","8390996,8395650,8398052,8399758,8404227,",Q9Y2W3,uc001apc.3,251,uc001apc.3,AF118274,Q9Y2W3,S45A1_HUMAN,SLC45A1,NM_001080397,NP_001073866,"Homo sapiens solute carrier family 45, member 1 (SLC45A1), mRNA.",,
1351,uc021xpo.1,['G2071.1' 'G2072.1'],,uc021xpo.1,chr4,-,83814604,83822069,83814604,83814604,6,"83814604,83816844,83819141,83820865,83821229,83821486,","83816000,83816927,83819215,83820890,83821376,83822069,",uc021xpo.1,,56218,uc021xpo.1,NR_034075,,,THAP9-AS1,NR_034075,,"Homo sapiens THAP9 antisense RNA 1 (THAP9-AS1), transcript variant 1, non-coding RNA.",,
1352,uc004cqp.3,['G2883.1'],,uc004cqp.3,chrX,+,2670092,2734541,2670315,2732421,11,"2670092,2688590,2692756,2700106,2707684,2712575,2715350,2724741,2726225,2729376,2732404,","2670376,2688632,2692780,2700169,2707747,2712644,2715401,2724786,2726261,2729493,2734541,",P55808-3,uc004cqp.3,77653,uc004cqp.3,NM_001141919,P55808-3,P55808-3,XG,NM_001141919,NP_001135391,"Homo sapiens Xg blood group (XG), transcript variant 2, mRNA.",,
1353,uc009yok.1,['G605.1' 'G605.2'],['G529.1'],uc009yok.1,chr11,-,62622763,62622838,62622763,62622763,1,"62622763,","62622838,",uc009yok.1,,14386,uc009yok.1,NR_002564,,,SNORD26,NR_002564,,"Homo sapiens small nucleolar RNA, C/D box 26 (SNORD26), small nucleolar RNA.",,
1354,uc001pdv.3,['G551.1' 'G551.2'],,uc001pdv.3,chr11,+,93454679,93455032,93454679,93454679,1,"93454679,","93455032,",uc001pdv.3,,12710,uc001pdv.3,NR_002569,,,SCARNA9,NR_002569,,"Homo sapiens small Cajal body-specific RNA 9 (SCARNA9), guide RNA.",,
1355,uc001pyp.3,['G644.1' 'G644.2' 'G645.1' 'G645.2' 'G646.1' 'G646.2'],['G557.1' 'G557.2' 'G558.1'],uc001pyp.3,chr11,-,122928199,122932901,122928441,122932032,8,"122928199,122929474,122929766,122930180,122930823,122931300,122931827,122932771,","122928536,122929538,122929969,122930736,122930976,122931506,122932037,122932901,",P11142-2,uc001pyp.3,15316,uc001pyp.3,NM_153201,P11142-2,P11142-2,HSPA8,NM_153201,NP_694881,"Homo sapiens heat shock 70kDa protein 8 (HSPA8), transcript variant 2, mRNA.",,
1356,uc003ngk.4,['G2390.1'],,uc003ngk.4,chr6,-,26114625,26124154,26123751,26124132,2,"26114625,26123742,","26115363,26124154,",P62807,uc003ngk.4,62470,uc003ngk.4,BC105595,P62807,H2B1C_HUMAN,HIST1H2BC,NM_003526,NP_003517,"Homo sapiens histone cluster 1, H2bc (HIST1H2BC), mRNA.",,
1357,uc002vua.3,['G1564.1'],,uc002vua.3,chr2,+,234160216,234204320,234160473,234202996,17,"234160216,234164747,234171775,234172637,234173537,234178647,234181611,234183321,234186213,234189750,234191327,234198499,234198893,234200773,234201032,234201901,234202902,","234160588,234164841,234171881,234172711,234173789,234178713,234181698,234183424,234186319,234189821,234191399,234198620,234198999,234200923,234201080,234202003,234204320,",Q676U5-2,uc002vua.3,42580,uc002vua.3,NM_017974,Q676U5-2,Q676U5-2,ATG16L1,NM_017974,NP_060444,"Homo sapiens autophagy related 16-like 1 (S. cerevisiae) (ATG16L1), transcript variant 2, mRNA.",,
1358,uc009xcy.3,['G308.1'],['G217.1' 'G217.2'],uc009xcy.3,chr1,+,210502249,210849638,210522319,210847721,11,"210502249,210522276,210536195,210560811,210577807,210591497,210637848,210686496,210761241,210796869,210847629,","210502448,210522410,210536263,210560925,210578023,210591669,210637999,210686532,210761443,210797014,210849638,",Q5VTY9-5,uc009xcy.3,3526,uc009xcy.3,NM_001170588,Q5VTY9-5,Q5VTY9-5,HHAT,NM_001170588,NP_001164059,"Homo sapiens hedgehog acyltransferase (HHAT), transcript variant 4, mRNA.",,
1359,uc001pdz.3,"['G627.1' 'G628.1' 'G629.1' 'G629.2' 'G629.3' 'G630.1' 'G630.2' 'G631.1'
 'G631.2' 'G632.1' 'G633.1' 'G634.1']","['G546.1' 'G546.2' 'G546.3' 'G547.1' 'G548.1' 'G549.1' 'G550.1' 'G550.2'
 'G551.1' 'G551.2']",uc001pdz.3,chr11,-,93463446,93474703,93463446,93463446,14,"93463446,93463842,93464315,93464918,93465409,93466252,93466515,93467790,93469306,93469859,93470229,93471274,93472402,93474487,","93463613,93463878,93464382,93464965,93465457,93466287,93466671,93467826,93469470,93469917,93470405,93471665,93472497,93474703,",uc001pdz.3,,14950,uc001pdz.3,BC001972,,,TAF1D,NM_024116,,"Homo sapiens TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa (TAF1D), mRNA.",,
1360,uc010pvy.1,['G157.1' 'G159.1' 'G162.1'],['G93.1' 'G94.1'],uc010pvy.1,chr1,+,230193535,230417875,230193813,230415204,16,"230193535,230313963,230338882,230371759,230372098,230372405,230379051,230381808,230384929,230386202,230390963,230398318,230398667,230400986,230410190,230415048,","230193825,230314057,230339036,230371858,230372166,230372471,230379173,230381896,230385017,230386306,230391090,230398411,230398751,230401113,230410310,230417875,",G3V1S6,uc010pvy.1,3749,uc010pvy.1,AK300453,G3V1S6,G3V1S6_HUMAN,GALNT2,NM_004481,NP_004472,"Homo sapiens UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) (GALNT2), mRNA.",,
1361,uc001nvt.3,"['G601.1' 'G601.2' 'G601.3' 'G602.1' 'G602.2' 'G603.1' 'G604.1' 'G604.2'
 'G605.1' 'G605.2' 'G606.1']",['G525.1' 'G525.2' 'G526.1' 'G526.2' 'G527.1' 'G527.2' 'G528.1' 'G529.1'],uc001nvt.3,chr11,-,62619459,62623357,62619459,62619459,5,"62619459,62620282,62621272,62621990,62622359,","62620153,62621062,62621536,62622023,62623357,",uc001nvt.3,,14394,uc001nvt.3,AK095849,,,SNHG1,,,"Homo sapiens small nucleolar RNA host gene 1 (non-protein coding) (SNHG1), non-coding RNA.",,
1362,uc021rje.1,['G855.1' 'G855.2'],,uc021rje.1,chr13,-,45492061,45492133,45492061,45492061,1,"45492061,","45492133,",uc021rje.1,,81201,uc021rje.1,,,,TRNA_Glu,,,transfer RNA Glu (anticodon TTC),,chr13.tRNA3-GluTTC
1363,uc011bpk.1,['G1984.1'],,uc011bpk.1,chr3,-,168801286,169381563,168802696,168849265,16,"168801286,168806787,168807787,168810745,168812863,168818672,168819847,168825713,168830574,168833170,168838843,168840367,168845631,168849216,168861485,169381123,","168802831,168806971,168808024,168810890,168813033,168818750,168820014,168825740,168830662,168834527,168838997,168840515,168845848,168849319,168861620,169381563,",Q03112,uc011bpk.1,53769,uc011bpk.1,NM_001205194,Q03112,EVI1_HUMAN,MECOM,NM_001205194,NP_005232,"Homo sapiens MDS1 and EVI1 complex locus (MECOM), transcript variant 7, mRNA.",,
1364,uc002cnn.2,['G1098.1'],['G967.1'],uc002cnn.2,chr16,-,2012061,2014814,2012098,2014626,6,"2012061,2012497,2012736,2013149,2014276,2014449,","2012271,2012657,2012910,2013257,2014366,2014814,",P15880,uc002cnn.2,28566,uc002cnn.2,BC007583,P15880,RS2_HUMAN,RPS2,NM_002952,NP_002943,"Homo sapiens ribosomal protein S2 (RPS2), mRNA.",,
1365,uc001nvr.3,"['G601.1' 'G601.2' 'G601.3' 'G602.1' 'G602.2' 'G603.1' 'G604.1' 'G604.2'
 'G605.1' 'G605.2' 'G606.1']",['G525.1' 'G525.2' 'G526.1' 'G526.2' 'G527.1' 'G527.2' 'G528.1' 'G529.1'],uc001nvr.3,chr11,-,62619459,62623217,62619459,62619459,10,"62619459,62620282,62620546,62621023,62621272,62621489,62621990,62622359,62622604,62622895,","62620153,62620311,62620587,62621062,62621305,62621536,62622023,62622410,62622688,62623217,",uc001nvr.3,,14392,uc001nvr.3,BC027980,,,SNHG1,,,"Homo sapiens small nucleolar RNA host gene 1 (non-protein coding) (SNHG1), non-coding RNA.",,
1366,uc010wth.2,['G1277.1'],['G1099.1'],uc010wth.2,chr17,+,75137004,75213181,75139678,75210105,17,"75137004,75138727,75139648,75186884,75187262,75189502,75190758,75192283,75196565,75199651,75201357,75202310,75202809,75205423,75208031,75209395,75209999,","75137189,75138832,75139741,75187034,75187394,75189631,75190993,75192393,75196755,75199740,75201428,75202482,75202944,75205558,75208283,75209574,75213181,",Q59HE8,uc010wth.2,31723,uc010wth.2,NM_001143998,Q59HE8,Q59HE8_HUMAN,SEC14L1,NM_001143998,NP_001137473,"Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), transcript variant 3, mRNA.",,
1367,uc009yge.3,['G577.1'],['G511.1'],uc009yge.3,chr11,-,10823013,10823155,10823013,10823013,1,"10823013,","10823155,",uc009yge.3,,13684,uc009yge.3,NR_004403,,,SNORD97,NR_004403,,"Homo sapiens small nucleolar RNA, C/D box 97 (SNORD97), small nucleolar RNA.",,
1368,uc031tbd.1,['G2670.1'],,uc031tbd.1,chr8,-,54967012,55014577,54967677,55014368,5,"54967012,54975887,54978307,55013467,55014314,","54967693,54975935,54978373,55013499,55014577,",uc031tbd.1,,73553,uc031tbd.1,AK307277,,,LYPLA1,,,"Homo sapiens lysophospholipase I (LYPLA1), mRNA.",,
1369,uc001cml.3,['G59.1'],['G31.1'],uc001cml.3,chr1,+,45244061,45244130,45244061,45244061,1,"45244061,","45244130,",uc001cml.3,,1193,uc001cml.3,NR_001457,,,SNORD38B,NR_001457,,"Homo sapiens small nucleolar RNA, C/D box 38B (SNORD38B), small nucleolar RNA.",,
1370,uc003jtp.3,['G2215.1'],,uc003jtp.3,chr5,-,64444562,64777704,64447662,64769500,25,"64444562,64466443,64468658,64483842,64492848,64510620,64511150,64520146,64520750,64521912,64537930,64556426,64558643,64569166,64587155,64595811,64625204,64629868,64747301,64747959,64748533,64755996,64766604,64769403,64777169,","64447772,64466600,64468835,64484047,64492978,64510759,64511314,64520227,64520874,64522046,64538033,64556490,64558789,64569274,64587297,64595958,64625310,64629912,64747447,64748043,64748745,64756165,64766969,64769779,64777704,",Q9UKP5,uc003jtp.3,59051,uc003jtp.3,NM_197941,Q9UKP5,ATS6_HUMAN,ADAMTS6,NM_197941,NP_922932,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 6 (ADAMTS6), mRNA.",,
1371,uc031tga.1,['G2831.1' 'G2832.1' 'G2833.1' 'G2833.2' 'G2833.3' 'G2835.1'],['G2464.1'],uc031tga.1,chrM,+,5904,7439,5904,5904,1,"5904,","7439,",uc031tga.1,,77534,uc031tga.1,BC018860,,,BC018860,,,"Homo sapiens cDNA: FLJ22894 fis, clone KAT04907.",,
1372,uc002wqd.3,['G1730.1' 'G1731.1' 'G1731.2'],['G1505.1'],uc002wqd.3,chr20,-,17922243,17949490,17923000,17949068,14,"17922243,17923753,17928129,17929533,17929707,17930775,17930934,17932143,17933230,17934639,17936008,17937576,17949017,17949342,","17923051,17923839,17928289,17929620,17929747,17930851,17931040,17932239,17933354,17934761,17936119,17937681,17949100,17949490,",Q9Y5X3,uc002wqd.3,46373,uc002wqd.3,NM_152227,Q9Y5X3,SNX5_HUMAN,SNX5,NM_152227,NP_689413,"Homo sapiens sorting nexin 5 (SNX5), transcript variant 1, mRNA.",,
1373,uc003ple.2,['G2420.1' 'G2420.2'],['G2045.1' 'G2045.2'],uc003ple.2,chr6,-,86387011,86387086,86387011,86387011,1,"86387011,","86387086,",uc003ple.2,,63471,uc003ple.2,NR_002743,,,SNORD50A,NR_002743,,"Homo sapiens small nucleolar RNA, C/D box 50A (SNORD50A), small nucleolar RNA.",,
1374,uc010fxw.1,['G1667.1' 'G1667.2'],['G1452.1' 'G1452.2'],uc010fxw.1,chr2,-,232325078,232325153,232325078,232325078,1,"232325078,","232325153,",uc010fxw.1,,44967,uc010fxw.1,NR_004398,,,SNORD82,NR_004398,,"Homo sapiens small nucleolar RNA, C/D box 82 (SNORD82), small nuclear RNA.",,
1375,uc021ytw.1,['G2310.1'],,uc021ytw.1,chr6,+,29795823,29976954,29795823,29795823,5,"29795823,29856243,29857104,29976361,29976921,","29796093,29856519,29857381,29976478,29976954,",uc021ytw.1,,60643,uc021ytw.1,L18898,,,HLA-H,,,"Homo sapiens major histocompatibility complex, class I, H (pseudogene) (HLA-H), non-coding RNA.",,
1376,uc001knh.3,['G361.1'],,uc001knh.3,chr10,+,99186026,99193198,99186064,99192281,4,"99186026,99190135,99190711,99192111,","99186203,99190410,99190892,99193198,",P18669,uc001knh.3,8891,uc001knh.3,NM_002629,P18669,PGAM1_HUMAN,PGAM1,NM_002629,NP_002620,"Homo sapiens phosphoglycerate mutase 1 (brain) (PGAM1), mRNA.",,
1377,uc004cos.5,"['G2825.20' 'G2825.21' 'G2825.22' 'G2825.23' 'G2825.24' 'G2825.25'
 'G2825.26' 'G2825.27' 'G2825.28' 'G2825.29' 'G2825.30' 'G2825.31'
 'G2825.32' 'G2825.33' 'G2825.34' 'G2825.35' 'G2825.36' 'G2825.37'
 'G2825.38' 'G2825.39' 'G2825.40' 'G2825.41' 'G2825.42' 'G2825.43'
 'G2825.44' 'G2825.45' 'G2825.46' 'G2825.47' 'G2826.1' 'G2826.2']","['G2455.5' 'G2455.6' 'G2455.7' 'G2455.8' 'G2455.9' 'G2455.10' 'G2455.11'
 'G2455.12' 'G2455.13' 'G2455.14' 'G2455.15' 'G2455.16' 'G2455.17'
 'G2455.18' 'G2455.19' 'G2455.20' 'G2455.21' 'G2455.22' 'G2456.1' 'G2456.2'
 'G2456.3' 'G2456.4' 'G2456.5' 'G2456.6' 'G2456.7' 'G2456.8' 'G2457.1'
 'G2457.2' 'G2458.1' 'G2460.1']",uc004cos.5,chrM,+,1843,4264,1843,1843,1,"1843,","4264,",uc004cos.5,,77533,uc004cos.5,S81656,,,TVAS5,,,"Homo sapiens mRNA expressed only in placental villi, clone SMAP47.",,
1378,uc001nvz.2,['G604.1' 'G604.2'],['G528.1'],uc001nvz.2,chr11,-,62622483,62622555,62622483,62622483,1,"62622483,","62622555,",uc001nvz.2,,14387,uc001nvz.2,NR_002563,,,SNORD27,NR_002563,,"Homo sapiens small nucleolar RNA, C/D box 27 (SNORD27), small nucleolar RNA.",,
1379,uc021ouk.1,['G107.1' 'G107.2'],['G51.1' 'G51.2' 'G51.3'],uc021ouk.1,chr1,+,145209110,145304652,145293405,145304651,15,"145209110,145248812,145273184,145281368,145293113,145293370,145295422,145296356,145297618,145298154,145299729,145301719,145302653,145303909,145304446,","145209436,145248894,145273444,145281704,145293272,145293580,145295525,145296571,145297691,145298366,145299939,145301822,145302868,145303982,145304652,",Q5VTG7,uc021ouk.1,2156,uc021ouk.1,AX747492,Q5VTG7,Q5VTG7_HUMAN,NBPF10,NM_001037675,NP_001032764,"Homo sapiens neuroblastoma breakpoint family, member 10 (NBPF10), mRNA.",,
1380,uc003dtk.2,['G1876.1'],,uc003dtk.2,chr3,+,99536677,99760237,99536677,99536677,5,"99536677,99730546,99742162,99744271,99758618,","99536887,99730602,99742366,99744402,99760237,",uc003dtk.2,,50999,uc003dtk.2,BC071745,,,CMSS1,,,"Homo sapiens cms1 ribosomal small subunit homolog (yeast) (CMSS1), transcript variant 1, mRNA.",,
1381,uc010trz.2,['G895.1'],,uc010trz.2,chr14,+,61447964,61550451,61448373,61550392,17,"61447964,61449225,61451447,61482621,61486258,61497162,61503776,61504342,61509864,61510167,61512063,61512784,61517229,61518504,61518758,61545527,61550267,","61448409,61449356,61451521,61482674,61486298,61497241,61503859,61504401,61509930,61510221,61512143,61512885,61517354,61518649,61518853,61545645,61550451,",E7ETF2,uc010trz.2,21340,uc010trz.2,NR_033344,E7ETF2,E7ETF2_HUMAN,SLC38A6,NM_153811,NP_722518,"Homo sapiens solute carrier family 38, member 6 (SLC38A6), transcript variant 3, non-coding RNA.",,
1382,uc004coq.4,['G2866.1' 'G2866.2' 'G2866.3'],['G2478.1' 'G2478.2' 'G2478.3'],uc004coq.4,chrM,-,235,368,235,235,1,"235,","368,",uc004coq.4,,77542,uc004coq.4,DQ582201,,,DQ582201,,,"Homo sapiens cDNA: FLJ22857 fis, clone KAT01615.",,
1383,uc010psr.2,['G308.1'],['G217.1' 'G217.2'],uc010psr.2,chr1,+,210502249,210849638,210502354,210847721,11,"210502249,210536195,210560811,210573811,210577807,210591497,210637848,210686496,210761241,210796869,210847629,","210502448,210536263,210560925,210574006,210578023,210591669,210637999,210686532,210761443,210797014,210849638,",F5H444,uc010psr.2,3525,uc010psr.2,NM_001170587,F5H444,F5H444_HUMAN,HHAT,NM_001170587,NP_001164058,"Homo sapiens hedgehog acyltransferase (HHAT), transcript variant 5, mRNA.",,
1384,uc001zgz.2,['G971.1'],,uc001zgz.2,chr15,+,32933869,32989298,32935793,32988810,6,"32933869,32935786,32971966,32976760,32983910,32988714,","32933979,32936019,32972116,32976870,32983964,32989298,",Q6FHD0,uc001zgz.2,23688,uc001zgz.2,NM_003020,Q6FHD0,Q6FHD0_HUMAN,SCG5,NM_003020,NP_003011,"Homo sapiens secretogranin V (7B2 protein) (SCG5), transcript variant 2, mRNA.",,
1385,uc001ufj.1,['G737.1'],,uc001ufj.1,chr12,+,124089903,124102684,124093266,124102500,8,"124089903,124090619,124093226,124094485,124097716,124099731,124101057,124102304,","124090528,124090706,124093376,124094675,124097799,124099863,124101150,124102684,",B4DVE4,uc001ufj.1,17329,uc001ufj.1,AK131442,B4DVE4,B4DVE4_HUMAN,DDX55,,,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 (DDX55), mRNA.",,
1386,uc002rmp.1,['G1481.1'],,uc002rmp.1,chr2,+,29136527,29136616,29136527,29136527,1,"29136527,","29136616,",uc002rmp.1,,40492,uc002rmp.1,NR_003074,,,SNORD92,NR_003074,,"Homo sapiens small nucleolar RNA, C/D box 92 (SNORD92), small nucleolar RNA.",,
1387,uc004cow.2,['G2857.2'],['G2475.1' 'G2475.2'],uc004cow.2,chrM,+,12207,12264,12207,12207,1,"12207,","12264,",uc004cow.2,,77538,uc004cow.2,DQ584698,,,DQ584698,,,"Homo sapiens piRNA piR-51809, complete sequence.",,
1388,uc001oyo.1,['G618.1'],,uc001oyo.1,chr11,-,77473094,77531880,77475582,77531760,2,"77473094,77531573,","77475734,77531880,",uc001oyo.1,,14820,uc001oyo.1,AK098130,,,RSF1,,,"Homo sapiens remodeling and spacing factor 1 (RSF1), mRNA.",,
1389,uc010hsa.3,['G1969.1'],,uc010hsa.3,chr3,-,124944512,125094198,124951184,125032484,8,"124944512,124953054,124996569,124997967,125006946,125032151,125042152,125093945,","124952783,124953173,124996653,124998091,125007072,125032500,125042288,125094198,",Q9UQR1,uc010hsa.3,53366,uc010hsa.3,AF039019,Q9UQR1,ZN148_HUMAN,ZNF148,NM_021964,NP_068799,"Homo sapiens zinc finger protein 148 (ZNF148), mRNA.",,
1390,uc001gee.3,['G126.1'],['G65.1'],uc001gee.3,chr1,+,167190065,167396582,167190134,167385047,16,"167190065,167301706,167334703,167339397,167341153,167343344,167345265,167353093,167358824,167365522,167367230,167368422,167370687,167381195,167382262,167384736,","167190195,167301772,167334804,167339451,167341273,167343533,167345392,167353188,167358998,167365664,167367370,167368602,167370793,167381541,167382351,167396582,",J3KP77,uc001gee.3,2919,uc001gee.3,NM_002697,J3KP77,J3KP77_HUMAN,POU2F1,NM_002697,NP_002688,"Homo sapiens POU class 2 homeobox 1 (POU2F1), transcript variant 1, mRNA.",,
