,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
313,uc022bgu.1,['G3518.1' 'G3518.2' 'G3520.1'],['G2901.1' 'G2902.1' 'G2905.1' 'G2909.1'],uc022bgu.1,chr9,+,37120511,37358145,37126329,37357265,9,"37120511,37126308,37302184,37304184,37305540,37327795,37349353,37354706,37356831,","37120624,37126939,37302228,37304310,37305711,37327831,37349449,37354821,37358145,",Q8N3Z6,uc022bgu.1,74693,uc022bgu.1,BC034022,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
314,uc011dyx.1,['G2962.1' 'G2962.2'],,uc011dyx.1,chr6,-,83602185,83775545,83602185,83602185,10,"83602185,83667030,83728691,83732197,83733687,83748134,83754146,83763866,83767544,83775360,","83602761,83667169,83728855,83732280,83733757,83748204,83754378,83763957,83767741,83775545,",uc011dyx.1,,63432,uc011dyx.1,BC143617,,,UBE3D,,,"Homo sapiens ubiquitin protein ligase E3D (UBE3D), mRNA.",,
315,uc004coa.3,['G3590.1'],,uc004coa.3,chr9,+,140513443,140678845,140513480,140678602,16,"140513443,140605418,140611077,140622800,140637822,140638353,140646782,140648622,140652331,140657126,140669560,140671069,140672333,140674086,140676742,140678557,","140513501,140605482,140611634,140622981,140637980,140638542,140646860,140648743,140652463,140657272,140669704,140671296,140672507,140674169,140676849,140678845,",Q9H9B1-4,uc004coa.3,75826,uc004coa.3,NM_001145527,Q9H9B1-4,Q9H9B1-4,EHMT1,NM_001145527,NP_001138999,"Homo sapiens euchromatic histone-lysine N-methyltransferase 1 (EHMT1), transcript variant 2, mRNA.",,
316,uc002xum.4,['G2035.1'],['G1619.1' 'G1619.2'],uc002xum.4,chr20,+,47894714,47905795,47894714,47894714,4,"47894714,47895640,47897021,47905581,","47895253,47895745,47897107,47905795,",uc002xum.4,,45890,uc002xum.4,NR_036658,,,ZFAS1,NR_036658,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 4, non-coding RNA.",,
317,uc002xuo.3,['G2035.1'],['G1619.1' 'G1619.2'],uc002xuo.3,chr20,+,47895178,47905795,47895178,47895178,4,"47895178,47895640,47897021,47905581,","47895275,47895745,47897107,47905795,",uc002xuo.3,,45891,uc002xuo.3,NR_036659,,,ZFAS1,NR_036659,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 5, non-coding RNA.",,
318,uc003yys.3,['G3491.1'],['G2886.1'],uc003yys.3,chr8,-,144661866,144679845,144661961,144669015,8,"144661866,144662181,144662675,144663223,144663398,144668388,144668898,144679517,","144662000,144662376,144662897,144663324,144663498,144668460,144669022,144679845,",P29692,uc003yys.3,74249,uc003yys.3,NM_001960,P29692,EF1D_HUMAN,EEF1D,NM_001960,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 2, mRNA.",,
319,uc021ygi.1,['G2714.1' 'G2715.1'],['G2184.1'],uc021ygi.1,chr5,+,154135134,154183305,154135317,154183305,13,"154135134,154169884,154170204,154172181,154173154,154173359,154173659,154174734,154179150,154179432,154181566,154182849,154183099,","154135753,154169946,154170270,154172356,154173283,154173560,154173822,154174879,154179319,154179602,154181959,154182973,154183305,",Q6PKG0,uc021ygi.1,58321,uc021ygi.1,AX747001,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
320,uc003zzs.1,['G3518.1' 'G3518.2' 'G3520.1'],['G2901.1' 'G2902.1'],uc003zzs.1,chr9,+,37120601,37187051,37126332,37186719,4,"37120601,37121596,37126308,37186708,","37120773,37121669,37126939,37187051,",Q8N3Z6-2,uc003zzs.1,74696,uc003zzs.1,BC022434,Q8N3Z6-2,Q8N3Z6-2,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
321,uc003yyu.3,['G3491.1'],['G2886.1'],uc003yyu.3,chr8,-,144661866,144679845,144661961,144669015,8,"144661866,144662181,144662675,144663223,144663398,144668388,144668898,144679517,","144662000,144662376,144662897,144663324,144663498,144668460,144669019,144679845,",P29692,uc003yyu.3,74253,uc003yyu.3,BC008012,P29692,EF1D_HUMAN,EEF1D,NM_001960,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 2, mRNA.",,
322,uc011kuj.2,['G3257.1'],['G2633.1'],uc011kuj.2,chr7,-,148514968,148581441,148514968,148514968,12,"148514968,148516069,148516687,148523560,148524255,148525831,148526819,148529725,148533913,148543561,148544273,148581255,","148515209,148516151,148516779,148523724,148524358,148525972,148526940,148529842,148534092,148543690,148544397,148581441,",uc011kuj.2,,71738,uc011kuj.2,AK303637,,,EZH2,,,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 3, mRNA.",,
323,uc002shy.3,['G1776.1'],,uc002shy.3,chr2,+,71558884,71662191,71576084,71661937,28,"71558884,71575882,71582848,71590282,71591083,71592558,71595511,71597012,71607351,71607642,71623270,71625830,71626688,71627241,71627607,71629085,71630999,71632730,71633257,71635251,71645731,71649943,71651779,71653589,71655676,71658456,71660294,71661871,","71558995,71577401,71582910,71590321,71591382,71592836,71595658,71597135,71607410,71607695,71623321,71625902,71626775,71627310,71627648,71629217,71631128,71632772,71633392,71635377,71645769,71651168,71651845,71654544,71655781,71658558,71660413,71662191,",Q14966,uc002shy.3,40847,uc002shy.3,NM_001014972,Q14966,ZN638_HUMAN,ZNF638,NM_001014972,NP_055312,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 2, mRNA.",,
324,uc001sbh.4,['G827.1'],,uc001sbh.4,chr12,+,53400061,53435993,53400267,53434007,15,"53400061,53410256,53412581,53413693,53415589,53416276,53421565,53421798,53427589,53428395,53431192,53432139,53433021,53433413,53433926,","53400280,53410394,53412790,53413810,53415644,53416411,53421703,53421972,53427818,53428493,53431406,53432195,53433127,53433486,53435993,",P23588,uc001sbh.4,16325,uc001sbh.4,NM_001417,P23588,IF4B_HUMAN,EIF4B,NM_001417,NP_001408,"Homo sapiens eukaryotic translation initiation factor 4B (EIF4B), mRNA.",,
325,uc011kuh.2,['G3257.1'],['G2633.1'],uc011kuh.2,chr7,-,148504463,148581441,148504737,148544390,20,"148504463,148506162,148506401,148507424,148508716,148511050,148512005,148512597,148513775,148514313,148514968,148516687,148523560,148524255,148525831,148526819,148529725,148543588,148544273,148581255,","148504798,148506247,148506482,148507506,148508812,148511229,148512131,148512638,148513870,148514483,148515209,148516779,148523724,148524358,148525972,148526940,148529842,148543690,148544397,148581441,",Q15910-4,uc011kuh.2,71735,uc011kuh.2,NM_001203248,Q15910-4,Q15910-4,EZH2,NM_001203248,NP_001190177,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 4, mRNA.",,
326,uc003quq.5,"['G3024.1' 'G3031.1' 'G3034.1' 'G3035.1' 'G3035.2' 'G3037.1' 'G3038.1'
 'G3042.1' 'G3046.1' 'G3048.1' 'G3048.2' 'G3050.1' 'G3051.1' 'G3053.1'
 'G3056.1' 'G3059.1']","['G2422.1' 'G2430.1' 'G2434.1' 'G2438.1' 'G2439.1' 'G2443.1' 'G2444.1'
 'G2446.1' 'G2449.1' 'G2457.1' 'G2458.1' 'G2459.1' 'G2462.1' 'G2466.1'
 'G2467.1' 'G2469.1' 'G2469.2' 'G2472.1' 'G2475.1' 'G2475.2' 'G2475.3']",uc003quq.5,chr6,-,166352947,166401527,166353682,166354243,2,"166352947,166401016,","166354254,166401527,",A8K010,uc003quq.5,64144,uc003quq.5,NR_026860,A8K010,CF176_HUMAN,LINC00473,NR_026860,,"Homo sapiens long intergenic non-protein coding RNA 473 (LINC00473), transcript variant 1, non-coding RNA.",,
327,uc003csc.3,['G2334.1'],,uc003csc.3,chr3,-,47892179,48130769,47894281,48040350,18,"47892179,47896737,47898920,47908735,47910703,47912302,47912716,47913406,47917174,47918906,47956306,47957440,47960208,47963254,47969717,48019354,48040127,48130262,","47894428,47896850,47899002,47908828,47910817,47912595,47912776,47913590,47917390,47919013,47956429,47958664,47960331,47963368,47969840,48019423,48040369,48130769,",P27816-6,uc003csc.3,52538,uc003csc.3,NM_001134364,P27816-6,P27816-6,MAP4,NM_001134364,NP_001127836,"Homo sapiens microtubule-associated protein 4 (MAP4), transcript variant 4, mRNA.",,
328,uc010psf.2,['G134.1' 'G134.2'],['G104.1' 'G105.1'],uc010psf.2,chr1,+,207494816,207534311,207494816,207494816,11,"207494816,207495726,207497903,207498011,207498966,207500096,207504452,207510037,207510673,207512741,207532890,","207495210,207495912,207497925,207498095,207499066,207500182,207504641,207510163,207510754,207512762,207534311,",uc010psf.2,,3470,uc010psf.2,AK298549,,,CD55,,,"Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 1, mRNA.",,
329,uc002jfo.1,['G1459.1' 'G1461.1'],['G1181.1'],uc002jfo.1,chr17,+,64298925,64771238,64637571,64770233,15,"64298925,64302213,64492318,64550636,64637472,64641500,64683228,64684419,64685068,64728805,64731606,64734881,64737776,64738739,64770104,","64299142,64302245,64492401,64550697,64637584,64641629,64683385,64684554,64685165,64728943,64731780,64734973,64737839,64738878,64771238,",P17252,uc002jfo.1,31491,uc002jfo.1,AB209475,P17252,KPCA_HUMAN,PRKCA,,,"Homo sapiens protein kinase C, alpha (PRKCA), mRNA.",,
330,uc021qve.1,['G877.1' 'G878.1'],['G729.1'],uc021qve.1,chr12,-,10998447,11324224,10998447,10998447,6,"10998447,10999643,11000970,11187380,11199618,11324020,","10998549,10999966,11001006,11187484,11199787,11324224,",uc021qve.1,,17756,uc021qve.1,AB593030,,,PRH1-PRR4,,,"Homo sapiens PRH1-PRR4 readthrough (PRH1-PRR4), non-coding RNA.",,
331,uc003ztq.1,['G3610.1'],,uc003ztq.1,chr9,-,33921690,34048947,33922501,34017146,29,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33935836,33941646,33943417,33944362,33948371,33953282,33956076,33960823,33963723,33971648,33973180,33986757,33988970,33996220,33998784,34017047,34048875,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33935876,33941860,33943587,33944637,33948585,33953472,33956144,33960876,33963789,33971752,33973235,33986835,33989124,33996331,33998862,34017187,34048947,",Q5T6F2,uc003ztq.1,76145,uc003ztq.1,NM_018449,Q5T6F2,UBAP2_HUMAN,UBAP2,NM_018449,NP_060919,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
332,uc002yeh.3,['G2094.1'],['G1660.1' 'G1661.1' 'G1661.2'],uc002yeh.3,chr20,-,61826781,61847538,61828059,61847244,5,"61826781,61833638,61845215,61846928,61847217,","61828086,61835159,61845295,61846953,61847538,",Q9BYJ9,uc002yeh.3,47058,uc002yeh.3,NM_017798,Q9BYJ9,YTHD1_HUMAN,YTHDF1,NM_017798,NP_060268,"Homo sapiens YTH domain family, member 1 (YTHDF1), mRNA.",,
333,uc003wfb.2,['G3257.1'],['G2633.1'],uc003wfb.2,chr7,-,148504463,148581441,148504737,148544390,20,"148504463,148506162,148506401,148507424,148508716,148511050,148512005,148512597,148513775,148514313,148514968,148516687,148523545,148524255,148525831,148526819,148529725,148543561,148544273,148581255,","148504798,148506247,148506482,148507506,148508812,148511229,148512131,148512638,148513870,148514483,148515209,148516779,148523724,148524358,148525972,148526940,148529842,148543690,148544397,148581441,",Q15910-2,uc003wfb.2,71733,uc003wfb.2,NM_004456,Q15910-2,Q15910-2,EZH2,NM_004456,NP_004447,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 1, mRNA.",,
334,uc011lkl.2,['G3491.1'],['G2886.1'],uc011lkl.2,chr8,-,144661866,144679845,144661961,144669015,8,"144661866,144662181,144662675,144663223,144663455,144668388,144668898,144679517,","144662000,144662376,144662897,144663324,144663498,144668460,144669022,144679845,",E9PBQ9,uc011lkl.2,74250,uc011lkl.2,NM_001195203,E9PBQ9,E9PBQ9_HUMAN,EEF1D,NM_001195203,NP_001182132,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 8, mRNA.",,
335,uc003ezn.3,['G2286.1'],,uc003ezn.3,chr3,+,152017193,152183569,152017982,152177116,8,"152017193,152132729,152163070,152165408,152173330,152174055,152177059,152180173,","152018156,152132900,152163328,152165562,152173366,152174150,152177134,152183569,",Q9NR56-4,uc003ezn.3,51581,uc003ezn.3,NM_207295,Q9NR56-4,Q9NR56-4,MBNL1,NM_207295,NP_997178,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 5, mRNA.",,
336,uc001ebl.3,['G87.1' 'G87.2'],['G64.1'],uc001ebl.3,chr1,+,112162404,112256101,112233982,112251857,8,"112162404,112233955,112237962,112240062,112245957,112246964,112251770,112255052,","112162556,112234039,112238031,112240119,112246098,112247108,112251886,112256101,",P62834,uc001ebl.3,2003,uc001ebl.3,NM_002884,P62834,RAP1A_HUMAN,RAP1A,NM_002884,NP_002875,"Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 2, mRNA.",,
337,uc003ezl.3,['G2286.1'],,uc003ezl.3,chr3,+,152017193,152183569,152017982,152177091,8,"152017193,152132729,152150505,152163070,152165408,152173330,152177059,152180173,","152018156,152132900,152150709,152163328,152165562,152173366,152177134,152183569,",Q9NR56-6,uc003ezl.3,51579,uc003ezl.3,NM_207297,Q9NR56-6,Q9NR56-6,MBNL1,NM_207297,NP_997180,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 7, mRNA.",,
338,uc031ptb.1,['G404.1'],['G315.1'],uc031ptb.1,chr10,-,852853,977645,858865,931661,18,"852853,860681,860885,863664,866739,871004,871703,875324,875620,876806,882342,888871,890916,909682,910062,930386,931580,977367,","859153,860790,861010,863829,866785,871256,871810,875534,875674,876917,882446,889008,890995,909823,910210,930446,931700,977645,",Q92615,uc031ptb.1,9396,uc031ptb.1,NM_015155,Q92615,LAR4B_HUMAN,LARP4B,NM_015155,NP_055970,"Homo sapiens La ribonucleoprotein domain family, member 4B (LARP4B), mRNA.",,
339,uc002kcm.3,['G1529.1'],,uc002kcm.3,chr17,-,79876144,79881444,79880480,79881061,3,"79876144,79881025,79881228,","79880933,79881090,79881444,",O15525,uc002kcm.3,34143,uc002kcm.3,NM_032711,O15525,MAFG_HUMAN,MAFG,NM_032711,NP_116100,"Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian) (MAFG), transcript variant 2, mRNA.",,
340,uc003wfd.2,['G3257.1'],['G2633.1'],uc003wfd.2,chr7,-,148504463,148581441,148504737,148544390,20,"148504463,148506162,148506401,148507424,148508716,148511050,148512005,148512597,148513775,148514313,148514968,148516687,148523560,148524255,148525831,148526819,148529725,148543561,148544273,148581255,","148504798,148506247,148506482,148507506,148508812,148511229,148512131,148512638,148513870,148514483,148515209,148516779,148523724,148524358,148525972,148526940,148529842,148543690,148544397,148581441,",Q15910,uc003wfd.2,71732,uc003wfd.2,NM_001203247,Q15910,EZH2_HUMAN,EZH2,NM_001203247,NP_001190176,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 3, mRNA.",,
341,uc004eub.3,['G3739.1'],,uc004eub.3,chrX,+,123095163,123236505,123156477,123234447,34,"123095163,123095635,123156380,123159689,123164810,123171376,123176418,123179013,123181203,123182854,123184035,123184970,123185164,123189977,123191715,123195073,123195620,123196751,123196965,123197697,123199725,123200024,123200205,123202413,123204998,123210181,123211806,123215229,123217270,123220396,123224424,123227867,123229221,123234423,","123095285,123095706,123156521,123159768,123164975,123171473,123176495,123179218,123181355,123182928,123184159,123185069,123185244,123190085,123191827,123195191,123195724,123196844,123197055,123197901,123199796,123200112,123200286,123202506,123205173,123210321,123211908,123215378,123217399,123220620,123224614,123227994,123229299,123236505,",Q8N3U4,uc004eub.3,78771,uc004eub.3,CR627425,Q8N3U4,STAG2_HUMAN,STAG2,NM_006603,NP_006594,"Homo sapiens stromal antigen 2 (STAG2), transcript variant 4, mRNA.",,
342,uc009xcf.3,['G134.1' 'G134.2'],['G104.1' 'G105.1'],uc009xcf.3,chr1,+,207494816,207534311,207495110,207532955,9,"207494816,207495726,207498966,207500096,207504452,207510037,207510673,207512741,207532890,","207495210,207495912,207499066,207500182,207504641,207510163,207510754,207512762,207534311,",B1AP15,uc009xcf.3,3471,uc009xcf.3,AX772832,B1AP15,B1AP15_HUMAN,CD55,,,"Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 1, mRNA.",,
343,uc001seu.3,['G828.1'],,uc001seu.3,chr12,+,54410641,54449814,54447706,54448989,4,"54410641,54446943,54447700,54448633,","54411198,54447060,54448145,54449814,",P09017,uc001seu.3,16391,uc001seu.3,NM_014620,P09017,HXC4_HUMAN,HOXC4,NM_014620,NP_705897,"Homo sapiens homeobox C4 (HOXC4), transcript variant 1, mRNA.",,
344,uc001pak.2,['G667.1'],['G512.1'],uc001pak.2,chr11,-,83166055,85338314,83170860,85309740,28,"83166055,83173044,83177750,83180243,83182668,83183769,83195171,83243750,83252724,83344253,83497732,83544656,83585462,83641370,83673927,83676366,83691548,83770357,83809965,83874503,83962280,84245612,84822704,84865599,84996263,85309700,85337630,85338261,","83170967,83173136,83177860,83180416,83182770,83183820,83195271,83243826,83252901,83344368,83497835,83544813,83585531,83641526,83674066,83676511,83691685,83770527,83810090,83874554,83962334,84245774,84822779,84865695,84996409,85309832,85337797,85338314,",Q15700-2,uc001pak.2,14864,uc001pak.2,NM_001142699,Q15700-2,Q15700-2,DLG2,NM_001142699,NP_001136171,"Homo sapiens discs, large homolog 2 (Drosophila) (DLG2), transcript variant 1, mRNA.",,
345,uc003jff.3,['G2608.1' 'G2609.1'],['G2085.1' 'G2094.1'],uc003jff.3,chr5,+,14143828,14509458,14143834,14508531,57,"14143828,14270933,14280430,14286979,14290824,14293120,14297180,14304569,14316621,14330886,14336644,14358286,14359465,14363840,14364758,14366968,14368816,14369482,14374337,14378120,14381238,14387546,14387840,14388721,14389397,14390339,14391009,14394146,14397151,14398988,14401071,14405956,14406681,14419886,14461127,14462863,14465653,14471426,14472700,14474102,14477002,14479369,14480027,14481342,14481649,14482690,14485177,14487572,14492675,14496987,14497955,14498197,14498627,14502687,14504501,14507230,14507988,","14143991,14271008,14280545,14287172,14291337,14293243,14297372,14304701,14316852,14331009,14336836,14358456,14359640,14364036,14364925,14367088,14369008,14369632,14374452,14378236,14381361,14387741,14387956,14388788,14389507,14390409,14391099,14394239,14397263,14399179,14401173,14406099,14406781,14420130,14461420,14463034,14465749,14471575,14472767,14474206,14477072,14479459,14480120,14481393,14481727,14482882,14485355,14488369,14492923,14497126,14497983,14498360,14498749,14502766,14504702,14507369,14509458,",O75962,uc003jff.3,57052,uc003jff.3,NM_007118,O75962,TRIO_HUMAN,TRIO,NM_007118,NP_009049,"Homo sapiens trio Rho guanine nucleotide exchange factor (TRIO), mRNA.",,
346,uc010dav.3,['G1512.1' 'G1513.1'],['G1217.1' 'G1217.2'],uc010dav.3,chr17,-,44107281,44302740,44108841,44249509,16,"44107281,44109412,44110445,44110768,44111526,44115903,44116392,44117067,44127898,44143902,44144914,44159806,44171925,44248220,44301036,44302706,","44109069,44109665,44110558,44110826,44111648,44116052,44116581,44117250,44128070,44144098,44145033,44159908,44172067,44249598,44301170,44302740,",NP_001180394,uc010dav.3,33394,uc010dav.3,NM_001193465,Q7Z3B3,KANL1_HUMAN,KANSL1,NM_001193465,NP_001180394,"Homo sapiens KAT8 regulatory NSL complex subunit 1 (KANSL1), transcript variant 3, mRNA.",,
347,uc011mpw.2,['G3707.1' 'G3707.2'],,uc011mpw.2,chrX,+,70752911,70765701,70753149,70764497,4,"70752911,70756027,70757678,70764416,","70753186,70756208,70757922,70765701,",B4DTL6,uc011mpw.2,78386,uc011mpw.2,AK300267,B4DTL6,B4DTL6_HUMAN,OGT,,,"Homo sapiens O-linked N-acetylglucosamine (GlcNAc) transferase (OGT), transcript variant 1, mRNA.",,
348,uc009zmp.1,['G827.1'],,uc009zmp.1,chr12,+,53400061,53421703,53400061,53400061,9,"53400061,53402380,53410256,53412581,53413693,53415499,53416037,53416276,53421565,","53400280,53402427,53410394,53412790,53413810,53415644,53416150,53416411,53421703,",uc009zmp.1,,16328,uc009zmp.1,AK310244,,,EIF4B,,,"Homo sapiens eukaryotic translation initiation factor 4B (EIF4B), mRNA.",,
349,uc004cam.1,['G3576.1' 'G3577.1'],['G2942.1'],uc004cam.1,chr9,+,134269599,134322593,134305531,134322591,8,"134269599,134305476,134308003,134312006,134314375,134319571,134321787,134322471,","134269650,134305646,134308181,134312109,134314448,134319715,134322029,134322593,",Q9BU62,uc004cam.1,75610,uc004cam.1,BC002872,Q9BU62,Q9BU62_HUMAN,PRRC2B,,,"Homo sapiens proline-rich coiled-coil 2B (PRRC2B), mRNA.",,
